symbol,name,sector,industry
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,Consumer Services,Real Estate Investment Trusts
SQL,SeqLL Inc. Common stock,Health Care,Medical Specialities
SQLLW,SeqLL Inc. Warrant,Health Care,Medical Specialities
SQM,Sociedad Quimica y Minera S.A. Common Stock,Basic Industries,Agricultural Chemicals
SQNS,Sequans Communications S.A. American Depositary Shares,Technology,Semiconductors
SQSP,Squarespace Inc. Class A Common Stock,Technology,EDP Services
SQZ,SQZ Biotechnologies Company Common Stock,Consumer Durables,Specialty Chemicals
SR,Spire Inc. Common Stock,Public Utilities,Oil/Gas Transmission
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,,
SRAD,Sportradar Group AG Class A Ordinary Shares,,
SRAX,SRAX Inc. Class A Common Stock,Technology,Advertising
SRC,Spirit Realty Capital Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
SRC^A,Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,,
SRCE,1st Source Corporation Common Stock,Finance,Major Banks
SRCL,Stericycle Inc. Common Stock,Public Utilities,Environmental Services
SRDX,Surmodics Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SRE,DBA Sempra Common Stock,Public Utilities,Oil/Gas Transmission
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,Public Utilities,Natural Gas Distribution
SREV,ServiceSource International Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
SRG,Seritage Growth Properties Class A Common Stock,Consumer Services,Real Estate Investment Trusts
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,,
SRGA,Surgalign Holdings Inc. Common Stock,Health Care,Industrial Specialties
SRI,Stoneridge Inc. Common Stock,Capital Goods,Auto Parts:O.E.M.
SRL,Scully Royalty Ltd.,Consumer Services,Professional Services
SRLP,Sprague Resources LP Common Units representing Limited Partner Interests,Energy,Oil Refining/Marketing
SRNE,Sorrento Therapeutics Inc.  Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),Health Care,Biotechnology: Pharmaceutical Preparations
SRRA,Sierra Oncology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SRRK,Scholar Rock Holding Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SRSA,Sarissa Capital Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
SRSAU,Sarissa Capital Acquisition Corp. Unit,Finance,Business Services
SRSAW,Sarissa Capital Acquisition Corp. Warrants,Finance,Business Services
SRT,StarTek Inc. Common Stock,Miscellaneous,Business Services
SRTS,Sensus Healthcare Inc. Common Stock,Health Care,Medical/Dental Instruments
SRV,Cushing MLP & Infrastructure Total Return Fund,Finance,Finance Companies
SRZN,Surrozen Inc. Common Stock,Consumer Durables,Specialty Chemicals
SRZNW,Surrozen Inc. Warrant,Consumer Durables,Specialty Chemicals
SSAA,Science Strategic Acquisition Corp. Alpha Class A Common Stock,,
SSAAU,Science Strategic Acquisition Corp. Alpha Unit,,
SSAAW,Science Strategic Acquisition Corp. Alpha Warrant,,
SSB,SouthState Corporation Common Stock,Finance,Major Banks
SSBI,Summit State Bank Common Stock,Finance,Major Banks
SSBK,Southern States Bancshares Inc. Common Stock,Finance,Commercial Banks
SSD,Simpson Manufacturing Company Inc. Common Stock,Basic Industries,Homebuilding
SSIC,Silver Spike Investment Corp. Common Stock,Consumer Durables,Specialty Chemicals
SSKN,Strata Skin Sciences Inc. Common Stock,Health Care,Medical/Dental Instruments
SSL,Sasol Ltd. American Depositary Shares,Energy,Oil & Gas Production
SSNC,SS&C Technologies Holdings Inc. Common Stock,Technology,EDP Services
SSNT,SilverSun Technologies Inc. Common Stock,Technology,Computer Software: Prepackaged Software
SSP,E.W. Scripps Company (The) Class A Common Stock,Consumer Services,Broadcasting
SSRM,SSR Mining Inc. Common Stock,,
SSSS,SuRo Capital Corp. Common Stock,Finance,Finance/Investors Services
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,,
SST,System1 Inc. Class A Common Stock,Consumer Services,Diversified Commercial Services
SSTI,ShotSpotter Inc. Common Stock,Technology,Computer Software: Prepackaged Software
SSTK,Shutterstock Inc. Common Stock,,
SSU,SIGNA Sports United N.V. Ordinary Share,,
SSY,SunLink Health Systems Inc. Common Stock,Health Care,Medical/Nursing Services
SSYS,Stratasys Ltd. Ordinary Shares (Israel),Technology,Computer peripheral equipment
ST,Sensata Technologies Holding plc Ordinary Shares,Capital Goods,Industrial Machinery/Components
STAA,STAAR Surgical Company Common Stock,Health Care,Ophthalmic Goods
STAB,Statera Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
STAF,Staffing 360 Solutions Inc. Common Stock (DE),Technology,Diversified Commercial Services
STAG,Stag Industrial Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
STAR          ,iStar Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
STAR^D,iStar Inc. Series D Cumulative Redeemable Preferred Stock,,
STAR^G,iStar Inc. Series G Cumulative Redeemable Preferred Stock,,
STAR^I,iStar Inc. Series I Cumulative Redeemable Preferred Stock,,
STBA,S&T Bancorp Inc. Common Stock,Finance,Major Banks
STC,Stewart Information Services Corporation Common Stock,Finance,Specialty Insurers
STCN,Steel Connect Inc. Common Stock,Technology,Advertising
STE,STERIS plc (Ireland) Ordinary Shares,Health Care,Industrial Specialties
STEM,Stem Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
STEP,StepStone Group Inc. Class A Common Stock,Finance,Finance/Investors Services
STER,Sterling Check Corp. Common Stock,Technology,Computer Software: Prepackaged Software
STET,ST Energy Transition I Ltd. Class A Ordinary Shares,,
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,Consumer Services,Other Consumer Services
STGW,Stagwell Inc. Class A Common Stock,Technology,Advertising
STIM,Neuronetics Inc. Common Stock,Health Care,Managed Health Care
STK,Columbia Seligman Premium Technology Growth Fund Inc,Finance,Investment Managers
STKL,SunOpta Inc. Common Stock,,Packaged Foods
STKS,The ONE Group Hospitality Inc. Common Stock,Consumer Services,Restaurants
STLA,Stellantis N.V. Common Shares,Capital Goods,Auto Manufacturing
STLD,Steel Dynamics Inc.,Basic Industries,Steel/Iron Ore
STM,STMicroelectronics N.V. Common Stock,Technology,Semiconductors
STN,Stantec Inc Common Stock,Transportation,Marine Transportation
STNE,StoneCo Ltd. Class A Common Shares,Technology,EDP Services
STNG,Scorpio Tankers Inc. Common Shares,Transportation,Marine Transportation
STOK,Stoke Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
STON,StoneMor Inc. Common Stock,,
STOR,STORE Capital Corporation Common Stock,Consumer Services,Real Estate Investment Trusts
STRA,Strategic Education Inc. Common Stock,Miscellaneous,Service to the Health Industry
STRC,Sarcos Technology and Robotics Corporation Common Stock,Capital Goods,Wholesale Distributors
STRCW,Sarcos Technology and Robotics Corporation Warrants,Capital Goods,Wholesale Distributors
STRE,Supernova Partners Acquisition Company III Ltd. Class A Ordinary Shares,,
STRL,Sterling Construction Company Inc Common Stock,Capital Goods,Oilfield Services/Equipment
STRM,Streamline Health Solutions Inc. Common Stock,Technology,EDP Services
STRN,Stran & Company Inc. Common Stock,Technology,Advertising
STRNW,Stran & Company Inc. Warrant,Technology,Advertising
STRO,Sutro Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
STRR,Star Equity Holdings Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
STRS,Stratus Properties Inc. Common Stock,Consumer Services,Homebuilding
STRT,STRATTEC SECURITY CORPORATION Common Stock,Capital Goods,Auto Parts:O.E.M.
STSA,Satsuma Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
STT,State Street Corporation Common Stock,Finance,Investment Managers
STT^D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,,
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,,
STTK,Shattuck Labs Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
STVN,Stevanato Group S.p.A. Ordinary Shares,,
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,Consumer Services,Real Estate Investment Trusts
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Technology,Electronic Components
STXB,Spirit of Texas Bancshares Inc. Common Stock,Finance,Commercial Banks
STXS,Stereotaxis Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,Constellation Brands Inc. Common Stock,Consumer Non-Durables,Beverages (Production/Distribution)
STZ/B,Constellation Brands Inc,,
SU,Suncor Energy  Inc. Common Stock,,
SUAC,ShoulderUp Technology Acquisition Corp. Class A Common Stock,,
SUI,Sun Communities Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,Capital Goods,Building Materials
SUMO,Sumo Logic Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
SUMR,Summer Infant Inc. Common Stock,Capital Goods,Office Equipment/Supplies/Services
SUN,Sunoco LP Common Units representing limited partner interests,Energy,Oil Refining/Marketing
SUNL,Sunlight Financial Holdings Inc. Class A Common Stock,Finance,Diversified Financial Services
SUNS,SLR Senior Investment Corp. Common Stock,Finance,Finance/Investors Services
SUNW,Sunworks Inc. Common Stock,Technology,Semiconductors
SUP,Superior Industries International Inc. Common Stock (DE),Capital Goods,Auto Parts:O.E.M.
SUPN,Supernus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,Finance,Commercial Banks
SURF,Surface Oncology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SURG,SurgePays Inc. Common Stock,Technology,Computer Software: Prepackaged Software
SURGW,SurgePays Inc. Warrant,Technology,Computer Software: Prepackaged Software
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),Basic Industries,Paper
SV,Spring Valley Acquisition Corp. Class A Ordinary Share,,Farming/Seeds/Milling
SVC,Service Properties Trust Common Stock,Consumer Services,Real Estate Investment Trusts
SVFA,SVF Investment Corp. Class A Ordinary Shares,Finance,Business Services
SVFAU,SVF Investment Corp. Unit,Finance,Business Services
SVFAW,SVF Investment Corp. Warrant,Finance,Business Services
SVFB,SVF Investment Corp. 2 Class A Ordinary Shares,Finance,Business Services
SVFC,SVF Investment Corp. 3 Class A Ordinary Shares,Finance,Business Services
SVFD,Save Foods Inc. Common Stock,,
SVM,Silvercorp Metals Inc. Common Shares,,
SVNA,7 Acquisition Corporation Class A Ordinary Shares,,
SVNAU,7 Acquisition Corporation Unit,,
SVNAW,7 Acquisition Corporation Warrant,,
SVRA,Savara Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SVSVU,Spring Valley Acquisition Corp. Unit,,Farming/Seeds/Milling
SVSVW,Spring Valley Acquisition Corp. Warrant,Finance,Business Services
SVT,Servotronics Inc. Common Stock,Consumer Durables,Metal Fabrications
SVVC,Firsthand Technology Value Fund Inc. Common Stock,Finance,Finance/Investors Services
SWAG,Software Acquisition Group Inc. III Class A Common Stock,,
SWAGW,Software Acquisition Group Inc. III Warrant,,
SWAV,ShockWave Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
SWBI,Smith & Wesson Brands Inc. Common Stock,Consumer Non-Durables,Ordnance And Accessories
SWCH,Switch Inc. Class A Common Stock,Technology,EDP Services
SWET,Athlon Acquisition Corp. Class A Common stock,,
SWETU,Athlon Acquisition Corp. Unit,,
SWETW,Athlon Acquisition Corp. Warrant,,
SWI,SolarWinds Corporation Common Stock,Technology,Computer Software: Prepackaged Software
SWIM,Latham Group Inc. Common Stock,Capital Goods,Engineering & Construction
SWIR,Sierra Wireless Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
SWK,Stanley Black & Decker Inc. Common Stock,Capital Goods,Diversified Manufacture
SWKH,SWK Holdings Corporation Common Stock,Finance,Finance/Investors Services
SWKS,Skyworks Solutions Inc. Common Stock,Technology,Semiconductors
SWM,Schweitzer-Mauduit International Inc. Common Stock,Basic Industries,Paper
SWN,Southwestern Energy Company Common Stock,Energy,Oil & Gas Production
SWSS,Springwater Special Situations Corp. Common stock,,
SWSSU,Springwater Special Situations Corp. Unit,,
SWSSW,Springwater Special Situations Corp. Warrant,,
SWT,Stanley Black & Decker Inc. Corporate Unit,Capital Goods,Diversified Manufacture
SWTX,SpringWorks Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SWX,Southwest Gas Holdings Inc. Common Stock (DE),Public Utilities,Oil & Gas Production
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,Finance,Finance Companies
SXC,SunCoke Energy Inc. Common Stock,,
SXI,Standex International Corporation Common Stock,Capital Goods,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,Basic Industries,Major Chemicals
SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
SY,So-Young International Inc. American Depository Shares,Technology,Computer Software: Prepackaged Software
SYBT,Stock Yards Bancorp Inc. Common Stock,Finance,Major Banks
SYBX,Synlogic Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SYF,Synchrony Financial Common Stock,Finance,Diversified Financial Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,,
SYK,Stryker Corporation Common Stock,Health Care,Medical/Dental Instruments
SYN,Synthetic Biologics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,Technology,Computer peripheral equipment
SYNH,Syneos Health Inc. Class A Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SYNL,Synalloy Corporation Common Stock,Basic Industries,Steel/Iron Ore
SYPR,Sypris Solutions Inc. Common Stock,Capital Goods,Auto Parts:O.E.M.
SYRS,Syros Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SYTA,Siyata Mobile Inc. Common Shares,Basic Industries,Metal Fabrications
SYTAW,Siyata Mobile Inc. Warrant,Basic Industries,Metal Fabrications
SYY,Sysco Corporation Common Stock,Consumer Non-Durables,Food Distributors
SZC,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,,
SZZL,Sizzle Acquisition Corp. Common stock,,
SZZLU,Sizzle Acquisition Corp. Unit,,
SZZLW,Sizzle Acquisition Corp. Warrant,,
T,AT&T Inc.,Consumer Services,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,,
TA,TravelCenters of America Inc. Common Stock,Consumer Services,Food Chains
TAC,TransAlta Corporation Ordinary Shares,Public Utilities,Electric Utilities: Central
TACA,Trepont Acquisition Corp I Class A Ordinary Shares,Finance,Business Services
TACT,TransAct Technologies Incorporated Common Stock,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A Common Stock,Technology,Electronic Components
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Health Care,Biotechnology: Pharmaceutical Preparations
TAL,TAL Education Group American Depositary Shares,Miscellaneous,Service to the Health Industry
TALK,Talkspace Inc. Common Stock,Health Care,Managed Health Care
TALKW,Talkspace Inc. Warrant,Health Care,Managed Health Care
TALO,Talos Energy Inc. Common Stock,Energy,Oil & Gas Production
TALS,Talaris Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TANH,Tantech Holdings Ltd. Common Shares,Basic Industries,Pollution Control Equipment
TANNI,TravelCenters of America Inc. 8.25% Senior Notes due 2028,Consumer Services,Food Chains
TANNL,TravelCenters of America Inc. 8.00% Senior Notes due 2029,Consumer Services,Food Chains
TANNZ,TravelCenters of America Inc. 8.00% Senior Notes due 2030,Consumer Services,Food Chains
TAOP,Taoping Inc. Ordinary Shares ,Technology,Computer Software: Prepackaged Software
TAP,Molson Coors Beverage Company Class B Common Stock,Consumer Non-Durables,Beverages (Production/Distribution)
TARA,Protara Therapeutics Inc.  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
TARS,Tarsus Pharmaceuticals Inc. Common Stock,Consumer Durables,Specialty Chemicals
TASK,TaskUs Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
TAST,Carrols Restaurant Group Inc. Common Stock,Consumer Services,Restaurants
TATT,TAT Technologies Ltd. Ordinary Shares,Capital Goods,Aerospace
TAYD,Taylor Devices Inc. Common Stock,Capital Goods,Industrial Machinery/Components
TBB,AT&T Inc. 5.350% Global Notes due 2066,Consumer Services,Telecommunications Equipment
TBBK,The Bancorp Inc Common Stock,Finance,Major Banks
TBC,AT&T Inc. 5.625% Global Notes due 2067,Consumer Services,Telecommunications Equipment
TBCP,Thunder Bridge Capital Partners III Inc. Class A Common Stock,,
TBCPU,Thunder Bridge Capital Partners III Inc. Units,,
TBCPW,Thunder Bridge Capital Partners III Inc. Warrant,,
TBI,TrueBlue Inc. Common Stock,Technology,Professional Services
TBK,Triumph Bancorp Inc. Common Stock,Finance,Major Banks
TBKCP,Triumph Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks
TBLA,Taboola.com Ltd. Ordinary Shares,Finance,Business Services
TBLAW,Taboola.com Ltd. Warrant,Finance,Business Services
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,Finance,Investment Managers
TBLT,ToughBuilt Industries Inc. Common Stock,Capital Goods,Diversified Manufacture
TBLTW,ToughBuilt Industries Inc. Warrant,Capital Goods,Diversified Manufacture
TBNK,Territorial Bancorp Inc. Common Stock,Finance,Savings Institutions
TBPH,Theravance Biopharma Inc. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
TBSA,TB SA Acquisition Corp Class A Ordinary Share,Finance,Business Services
TBSAU,TB SA Acquisition Corp Unit,Finance,Business Services
TBSAW,TB SA Acquisition Corp Warrant,Finance,Business Services
TC,TuanChe Limited American Depositary Shares,Miscellaneous,Business Services
TCAC,Tuatara Capital Acquisition Corporation Class A Ordinary Shares,Finance,Business Services
TCACU,Tuatara Capital Acquisition Corporation Unit,Finance,Business Services
TCACW,Tuatara Capital Acquisition Corporation Warrant,Finance,Business Services
TCBC,TC Bancshares Inc. Common Stock,Finance,Major Banks
TCBI,Texas Capital Bancshares Inc. Common Stock,Finance,Major Banks
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,Finance,Major Banks
TCBK,TriCo Bancshares Common Stock,Finance,Major Banks
TCBP,TC BioPharm (Holdings) plc American Depositary Shares,,
TCBPW,TC BioPharm (Holdings) plc Warrants,,
TCBS,Texas Community Bancshares Inc. Common Stock,Finance,Banks
TCBX,Third Coast Bancshares Inc. Common Stock,Finance,Major Banks
TCDA,Tricida Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TCFC,The Community Financial Corporation Common Stock,Finance,Major Banks
TCI,Transcontinental Realty Investors Inc. Common Stock,Finance,Real Estate
TCMD,Tactile Systems Technology Inc. Common Stock,Health Care,Medical/Dental Instruments
TCN,Tricon Residential Inc. Common Shares,,
TCOA,Trajectory Alpha Acquisition Corp. Class A Common Stock,,
TCOM,Trip.com Group Limited American Depositary Shares,Miscellaneous,Business Services
TCON,TRACON Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCPC,BlackRock TCP Capital Corp. Common Stock,Finance,Finance/Investors Services
TCRR,TCR2 Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TCRT,Alaunos Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TCRX,TScan Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TCS,Container Store (The) Common Stock,Consumer Services,Catalog/Specialty Distribution
TCVA,TCV Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
TCX,Tucows Inc. Class A Common Stock,Technology,EDP Services
TD,Toronto Dominion Bank (The) Common Stock,,
TDC,Teradata Corporation Common Stock,Technology,EDP Services
TDCX,TDCX Inc. American Depositary Shares each representing one Class A ordinary share,,
TDF,Templeton Dragon Fund Inc. Common Stock,Finance,Finance/Investors Services
TDG,Transdigm Group Incorporated Common Stock,Capital Goods,Military/Government/Technical
TDOC,Teladoc Health Inc. Common Stock,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,Public Utilities,Telecommunications Equipment
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,,
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,,
TDUP,ThredUp Inc. Class A Common Stock,Consumer Non-Durables,Department/Specialty Retail Stores
TDW,Tidewater Inc. Common Stock,Energy,Oilfield Services/Equipment
TDY,Teledyne Technologies Incorporated Common Stock,Capital Goods,Industrial Machinery/Components
TEAF,Ecofin Sustainable and Social Impact Term Fund,Finance,Trusts Except Educational Religious and Charitable
TEAM,Atlassian Corporation Plc Class A Ordinary Shares,Technology,Computer Software: Prepackaged Software
TECH,Bio-Techne Corp Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECK,Teck Resources Ltd Ordinary Shares,,
TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,Finance,Commercial Banks
TEDU,Tarena International Inc. American Depositary Shares,Miscellaneous,Service to the Health Industry
TEF,Telefonica SA Common Stock,Public Utilities,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,Finance,Finance Companies
TEKK,Tekkorp Digital Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
TEKKU,Tekkorp Digital Acquisition Corp. Unit,Finance,Business Services
TEKKW,Tekkorp Digital Acquisition Corp. Warrant,Finance,Business Services
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Capital Goods,Industrial Machinery/Components
TELA,TELA Bio Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TELL,Tellurian Inc. Common Stock,Energy,Oil & Gas Production
TELZ,Tellurian Inc. 8.25% Senior Notes due 2028,,
TEN,Tenneco Inc. Class A Voting Common Stock,Capital Goods,Auto Parts:O.E.M.
TENB,Tenable Holdings Inc. Common Stock,Technology,EDP Services
TENX,Tenax Therapeutics Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
TEO,Telecom Argentina SA,Public Utilities,Telecommunications Equipment
TER,Teradyne Inc. Common Stock,Capital Goods,Electrical Products
TERN,Terns Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TESS,TESSCO Technologies Incorporated Common Stock,Capital Goods,Telecommunications Equipment
TETC,Tech and Energy Transition Corporation Class A Common Stock,,
TETCU,Tech and Energy Transition Corporation Unit,,
TETCW,Tech and Energy Transition Corporation Warrant,,
TETE,Technology & Telecommunication Acquisition Corporation Class A Ordinary Shares,,
TETEU,Technology & Telecommunication Acquisition Corporation Unit,,
TETEW,Technology & Telecommunication Acquisition Corporation Warrant,,
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation Common Stock,Capital Goods,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,Finance,Major Banks
TFC^I,Truist Financial Corporation Depositary Shares,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,,
TFFP,TFF Pharmaceuticals Inc. Common Stock,Consumer Durables,Specialty Chemicals
TFII,TFI International Inc. Common Shares,Transportation,Advertising
TFSA,Terra Income Fund VI 7.00% Notes due 2026,,
TFSL,TFS Financial Corporation Common Stock,Finance,Savings Institutions
TFX,Teleflex Incorporated Common Stock,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,Capital Goods,Metal Fabrications
TGA,TransGlobe Energy Corporation Ordinary Shares (Canada),,
TGAA,Target Global Acquisition I Corp. Class A Ordinary Share,,
TGAAU,Target Global Acquisition I Corp. Unit,,
TGAAW,Target Global Acquisition I Corp. Warrant,,
TGAN,Transphorm Inc. Common Stock,Technology,Semiconductors
TGB,Taseko Mines Ltd. Common Stock,,
TGH,Textainer Group Holdings Limited Common Shares,Technology,Diversified Commercial Services
TGH^A,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 7.000% Series A Cumulative Redeemable Perpetual Preference Shares,,
TGH^B,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 6.250% Series B Cumulative Redeemable Perpetual Preference Shares,,
TGI,Triumph Group Inc. Common Stock,Capital Goods,Aerospace
TGLS,Tecnoglass Inc. Ordinary Shares,Capital Goods,Office Equipment/Supplies/Services
TGNA,TEGNA Inc,Consumer Services,Broadcasting
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Public Utilities,Natural Gas Distribution
TGT,Target Corporation Common Stock,Consumer Services,Department/Specialty Retail Stores
TGTX,TG Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TGVC,TG Venture Acquisition Corp. Class A Common Stock,,
TGVCU,TG Venture Acquisition Corp. Units,,
TGVCW,TG Venture Acquisition Corp. Warrants,,
TH,Target Hospitality Corp. Common Stock,Energy,Oil & Gas Production
THAC,Thrive Acquisition Corporation Class A ordinary shares,,
THACU,Thrive Acquisition Corporation Unit,,
THACW,Thrive Acquisition Corporation Warrant,,
THC,Tenet Healthcare Corporation Common Stock,Health Care,Hospital/Nursing Management
THCA,Tuscan Holdings Corp. II Common Stock,,
THCAW,Tuscan Holdings Corp. II Warrant,,
THCP,Thunder Bridge Capital Partners IV Inc. Class A Common Stock,,
THCPU,Thunder Bridge Capital Partners IV Inc. Unit,,
THCPW,Thunder Bridge Capital Partners IV Inc. Warrant,,
THFF,First Financial Corporation Indiana Common Stock,Finance,Major Banks
THG,Hanover Insurance Group Inc,Finance,Property-Casualty Insurers
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),,
THMO,ThermoGenesis Holdings Inc. Common Stock,Capital Goods,Medical Specialities
THO,Thor Industries Inc. Common Stock,Consumer Non-Durables,Homebuilding
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,Finance,Finance Companies
THR,Thermon Group Holdings Inc. Common Stock,Consumer Durables,Electrical Products
THRM,Gentherm Inc Common Stock,Capital Goods,Auto Parts:O.E.M.
THRN,Thorne Healthtech Inc. Common Stock,Consumer Non-Durables,Farming/Seeds/Milling
